Changes,General Category
LoggerContext method renamed to removeFilter from removeFiler. Fixes LOG4J2-200. Thanks to Remko Popma.,Maintainability improvement
ThrowableFormatOptionsTest failed on Windows due to CR/LF issue. Fixes LOG4J2-194. Thanks to Remko Popma.,Bug fix
BaseConfiguration addLoggerAppender saved appender using the Logger name. Fixes LOG4J2-190. Thanks to Werner.,Bug fix
Move Throwable pattern converter options processing to ThrowableFormatOptions class. Fixes LOG4J2-160. Thanks to Joanne Polsky.,Maintainability improvement
Allowed Loggers access to the properties in the LoggerConfig. Fixes LOG4J2-157. Thanks to Remko Popma.,Add support for a new feature
Added ability to include or exclude location information. Fixes LOG4J2-153. Thanks to Remko Popma.,Add support for a new feature
Allow Logger and LoggerContext to be subclassed. Fixes LOG4J2-151. Thanks to Remko Popma.,Add support for a new feature
Add methods is/setEndOfBatch to LogEvent. Fixes LOG4J2-164. Thanks to Remko Popma.,Add support for a new feature
Add support for asynchronous loggers. Fixes LOG4J2-163. Thanks to Remko Popma.,Add support for a new feature
The blocking parameter did not work properly on AsynchAppender. Fixes LOG4J2-189. Thanks to Werner.,Bug fix
AppenderRefs on AsynchAppender didn't support the level and filter elements. Fixes LOG4J2-188. Thanks to Werner.,Bug fix
Avoid IllegalArgumentException in AsynchAppender. Fixes LOG4J2-176. Thanks to Remko Popma.,Bug fix
Add Logger interface APIs to log at given levels. Fixes LOG4J2-179.,Add support for a new feature
OutputStreamManager now adds the layout header whenever the OutputStream is set. Fixes LOG4J2-181.,Code redesign
Fix NullPointerException in DatagramOutputStream when flush is called from multiple threads. Fixes LOG4J2-177. Thanks to Remko Popma.,Bug fix
Added FlumePersistentManager which writes to BerkeleyDB and then writes to Flume asynchronously.,Add support for a new feature
Plugin cache should be reset when addPackages is called. Fixes LOG4J2-175.,Bug fix
Expose file appender configuration details via an advertisement mechanism. Fixes LOG4J2-155.,Bug fix
Add Fragment-Host to MANIFEST.MF for log4j-core. Fixes LOG4J2-159. Thanks to Jan Winter.,Add support for a new feature
Configurator throws a ClassCastException if LogManager returns a SimpleLoggerContext. Fixes LOG4J2-167.,Bug fix
ConfigurationFactory was adding factories on every call. Fixes LOG4J2-169.,Performance improvement
Modify ClassLoaderContextSelector to use the first ClassLoader in the child parent hierarchy that has a Context with a configuration to allow JSPs to use the WebApp's context and configuration. Fixes LOG4J2-161.,Maintainability improvement
Add RFC 5424 compliant escaping rules to RFC5424Layout. Fixes LOG4J2-158. Thanks to Scott Severtson.,Add support for a new feature
,
LocalizedMessageTest fails on linux system. Fixes LOG4J2-156. Thanks to Andreas Born.,Bug fix
RollingFileAppender's FileRenameAction was throwing a NullPointerException if no directory was specified on the target file name. Fixes LOG4J2-152. Thanks to Remko Popma.,Bug fix
Convert all System.getProperty calls to use PropertiesUtil to suppress SecurityExceptions. Fixes LOG4J2-150.,Code redesign
ThreadContextMapFilter was matching on the key instead of the value of the key. Fixes LOG4J2-147. Thanks to William Burns.,Bug fix
Allow FlumeAvroManager to initialize even if it cannot connect to an agent.,Add support for a new feature
SMTPAppender will only cache filtered events. Fixes LOG4J2-149. Thanks to Scott Severtson.,Bug fix
Add missing serial version IDs. Fixes LOG4J2-145.,Add support for a new feature
NullPointerException in RFC5424Layout. Fixes LOG4J2-144.,Bug fix
"MessagePatternConverter now returns ""null"" if the log message is null. Fixes LOG4J2-143.",Bug fix
Serialized LogEvents were not reset in the output stream causing them to deserialize incorrectly. Fixes LOG4J2-142.,Bug fix
Fix null pointer exception in SocketAppender if no protocol is specified. The protocol will default to TCP for the SocketAppender and UDP for the SyslogAppender. Fixes LOG4J2-139.,Bug fix
Added Log4j 2 to SLF4J adapter.,Add support for a new feature
Typo in documentation of SocketAppender. Fixes LOG4J2-140. Thanks to Joern Huxhorn.,Documentation
Fix hang in Dumbster SMTP test server. Fixes LOG4J2-137.,Quality assurance
Allow newlines to be escaped in Syslog and RFC5424 layouts. Allow Throwables to be included in the output from RFC5424Layout. Fixes LOG4J2-136. Thanks to Scott Severtson.,Add support for a new feature
Add SMTPAppender. Fixes LOG4J2-131. Thanks to Scott Severtson.,Add support for a new feature
PatternLayout should format throwables without requiring a converter. Fixes LOG4J2-130.,Bug fix
Added hostName and contextName to property map.,Add support for a new feature
BaseConfiguration does not close the first appender. Fixes LOG4J2-135. Thanks to Ingo Feltes.,Bug fix
Add MessageFormatMessage and FormattedMessage.,Add support for a new feature
"Use %red, %white, %blue, and so on in the console appender. Fixes LOG4J2-134.",Bug fix
Allow custom message creation via a message factory. Fixes LOG4J2-133.,Add support for a new feature
AbstractLogger.catching(Throwable) checks for DEBUG level but logs at ERROR level. Fixes LOG4J2-132.,Bug fix
RoutingAppender was only creating a single appender for the default Route. Fixes LOG4J2-129.,Bug fix
Allow JMS appenders to recover if the queue or topic is unavailable. Fixes LOG4J2-126.,Add support for a new feature
Add follow attribute to Console Appender. Fixes LOG4J2-128.,Add support for a new feature
AbstractLogger methods were not passing Markers to the isEnabled methods. Fixes LOG4J2-127.,Bug fix
Added Flume Appender samples.,Add support for a new feature
Add unit test to verify exceptions are thrown when the socket connection fails. Fixes LOG4J2-122.,Quality assurance
JMSQueue and JMSTopic Appenders did not allow name to be specified. Fixes LOG4J2-125.,Bug fix
Enhanced javadoc copyright statement. Fixes LOG4J2-111.,Documentation
Renamed log4j12-api to log4j-1.2-api. Fixes LOG4J2-110.,Maintainability improvement
TCPSocketManager would fail if the initial connection could not be established. Fixes LOG4J2-120.,Bug fix
A broken socket connection would cause the TCPSocketManager to continuously reconnect. Fixes LOG4J2-119.,Bug fix
The example for ThreadContextMapFilter was incorrect. Fixes LOG4J2-123. Thanks to Olivier Lamy.,Bug fix
File renaming was using the wrong date value. Enhanced DefaultRolloverStrategy to store newest files in highest index as well as lowest. Fixes LOG4J2-116.,Maintainability improvement
ThreadContext Map elements with null values are now ignored when constructing a Flume event and in the RFC5424 Layout. Fixes LOG4J2-115.,Bug fix
StructuredDataFilter createFilter was annotated with PluginAttr instead of PluginElement for the KeyValuePairs. Fixes LOG4J2-113.,Bug fix
StructuredDataMessage was validating the length of the values in the event Map instead of the lengths of the keys. Fixes LOG4J2-114. Thanks to Arkin Yetis.,Bug fix
,
	Fix NullPointerException in ClassLoaderContextSelector when no class is returned from the SecurityManager. Fixes LOG4J2-108.,Bug fix
Add ability to customize the names of the Levels in the LevelPatternConverter. Fixes LOG4J2-105.,Add support for a new feature
	PatternParser was not properly handling adjacent nested options Fixes LOG4J2-107.,Bug fix
	Add support for loading plugins inside the OSGi bundle. Fixes LOG4J2-95.,Add support for a new feature
"Add ThreadContext.push(String format, Object... args) Fixes LOG4J2-85.",Add support for a new feature
The LogEvent was wrapping a ThrowableProxy with another ThrowableProxy when deserializing. Fixes LOG4J2-103. Thanks to Das Archive.,Bug fix
Created combined jar to combine API and Core contents for users who only want the Log4j implementation.,Performance improvement
"Convert LogManager binding to use ""regular"" java properties instead of XML properties to workaround a bug in Oracle's xmlparserv2 jar. Fixes LOG4J2-104.",Bug fix
Added PropertiesRewritePolicy and ability to define properties on a Logger. Fixes LOG4J2-28.,Add support for a new feature
Build pdf of user's guide. Fixes LOG4J2-87.,Documentation
Added font and fontSize parameters to HTMLLayout. Replace newlines in message with br tag. Fixes LOG4J2-29.,Add support for a new feature
Added ability to configure from an InputSource. Fixes LOG4J2-55.,Add support for a new feature
The Facility value was being improperly calculated. Fixes LOG4J2-102. Thanks to Emanuele Colombo.,Bug fix
A NullPointerException would occur if no format value was passed to the SyslogAppender. Fixes LOG4J2-101. Thanks to Emanuele Colombo.,Bug fix
MapRewritePolicy had an extra call to putAll that caused updates to behave like adds. Fixes LOG4J2-99. Thanks to Das Archive.,Bug fix
Avoid NPE when duplicate LoggerContextFactorys are present. Allow factories to specify a weight to allow real implementations to outrank test implementations. Provide a simple default LoggerContextFactory.,Code redesign
Added several missing classes and methods for Log4j 1.x compatibility. Fixes LOG4J2-97.,Add support for a new feature
Interpolator was not stripping Lookup key separator when trying to locate the default value for a variable. Fixes LOG4J2-94. Thanks to Denis Treskunov.,Bug fix
Log4j 1.2 Category.forcedLog was wrapping the message with an ObjectMessage even if the parameter was an ObjectMessage.,Bug fix
,
"Made ParameterizedMessage, StringFormattedMessage and ThreadDumpMessage immutable. LocalizedMessage is immutable except that it will be updated with the logger name when it is added to the LogEvent.",Code redesign
DefaultConfiguration was not starting the Console Appender.,Bug fix
Add interval and modulate options to TimeBasedTriggeringPolicy to allow more fine-grained control of when file rolling should occur. Fixes LOG4J2-35.,Add support for a new feature
Add support for filtering packages from stack traces. Fixes LOG4J2-58.,Add support for a new feature
"If system property ""disableThreadContextStack"" is set pushes to the ThreadContext will be ignored. If system property ""disableThreadContext"" is set both puts and pushes will be ignored. Fixes LOG4J2-84.",Add support for a new feature
"If system property ""disableThreadContextMap"" is set puts to the ThreadContext will be ignored. If system property ""disableThreadContext"" is set both puts and pushes will be ignored. Fixes LOG4J2-83.",Add support for a new feature
Add support for ANSI colors by adding the highlight and style pattern converters. Fix pattern parsing to allow nested patterns.,Add support for a new feature
Converted DynamicThresholdFilter to use KeyValuePair. Fixed bugs in the Map-based filters to allow declaration of multiple values for a key to match the documentation. Fixes LOG4J2-92.,Bug fix
Many logging methods in AbstractLogger were set to an incorrect logging level. catching was using the THROWING marker and was set to debug instead of error. Fixes LOG4J2-88.,Bug fix
Allow the status logging to be directed to stderr or to a file.,Add support for a new feature
Log4j 1.2 adapter's Category class was missing 3 log methods. Fixes LOG4J2-91.,Bug fix
If the ThreadContext stack is empty the LogEvent will contain a null value to reduce the overhead of creating log events and in the size of the serialized object. Changed the ThreadContext stack to use a custom stack interface instead of java.util.Stack as that class is overly heavy. This change will cause an API incompatibility. Fixes LOG4J2-84.,Bug fix
If the ThreadContext map is empty the LogEvent will contain a null value to reduce the overhead of creating log events and in the size of the serialized object. Fixes LOG4J2-83.,Bug fix
Add getFormats to MultiformatMessage and allow StructuredDataMessage to format as XML.,Add support for a new feature
Add documentation on client vs server mode to performance page. Fixes LOG4J2-90.,Documentation
Move variable substitution from PatternLayout to appropriate converters to improve performance.,Maintainability improvement
,
Added AsynchAppender.,Add support for a new feature
PatternLayout was not honoring format modifiers. Fixes LOG4J-81.,Bug fix
Created web module to allow web applications to include the Log4j context listener in WEB-INF/lib even if Log4j is in the container's class path. Allow locating the LoggerContext to include the ClassLoader. Updated the Loader utility to always choose the child ClassLoader. Verified in Jboss 5 and Tomcat.	,Add support for a new feature
MarkerFilter called MarkerManager.getMarker causing the Marker to be created during the processing of the configuration. This prevents the application from creating the Marker with any parents. MarkerWrapper in SLF4J-impl was getting a ClassCastException in instanceOf because the Marker isn't a MarkerWrapper. Fixes LOG4J2-82.,Bug fix
Allow Log4j 2 to be used as the implementation with SLF4J and SLF4J's jcl-over-slf4j by adding filtering to the log method in SLF4JLogger. Fixes LOG4J2-80. Thanks to Oliver Lamy.	,Add support for a new feature
LogFactoryImpl.setAttribute in the Commons Logging bridge got a NullPointerException when passed a null value. It will now remove the attribute. Fixes LOG4J2-78.,Bug fix
RoutingAppender was calling the stop method for each of its referenced Appenders and was calling the stop method of the default Appender a second time. It will now only call the stop method of Appenders it creates. Fixes LOG4J2-77.,Bug fix
