Changes,General Category
"TemporaryFolder should not create files in the current working directory if applying the rule fails [@orfjackal, fixing gh-278]",Bug fix
"TestWatcher and TestWatchman should not call failed for AssumptionViolatedExceptions [@stefanbirkner, fixing gh-296]",Bug fix
"Assert documentation [@stefanbirkner, fixing gh-134]",Documentation
"ClassRule [@stefanbirkner, fixing gh-254]",Documentation
"Parameterized [@stefanbirkner, fixing gh-89]",Documentation
"Parameterized, again [@orfjackal, fixing gh-285]",Documentation
"Useless code in RunAfters [@stefanbirkner, fixing gh-289]",Performance improvement
"Parameterized test classes should be able to have @Category annotations [@dsaff, fixing gh-291]",Bug fix
"Error count should be initialized in junit.tests.framework.TestListenerTest [@stefanbirkner, fixing gh-225]",Bug fix
"AssertionFailedError constructor shouldn't call super with null message [@stefanbirkner, fixing gh-318]",Bug fix
"Clearer error message for non-static inner test classes [@stefanbirkner, fixing gh-42]",Bug fix
"Description, Result and Failure are Serializable [@ephox-rob, closing gh-101]",Code redesign
"FailOnTimeout is reusable, allowing for retrying Rules [@stefanbirkner, closing gh-265]",Bug fix
"New ErrorCollector.checkThat overload, that allows you to specify a reason [@drothmaler, closing gh-300]",Add support for a new feature
,
ClassRule,Add support for a new feature
"In JUnit 4.9, fields that can be annotated with either @Rule or @ClassRule should be of type TestRule.",Code redesign
-,Deprecate functionality
"Maven bundles have, in the past, been uploaded by kind volunteers. Starting with this release, the JUnit team is attempting to perform this task ourselves.",Code redesign
The Common Public License that JUnit is released under is now included in the source repository.,Code redesign
github#98: assumeTrue() does not work with expected exceptions,Bug fix
github#74: Categories + Parameterized,Bug fix
github#38: ParentRunner filters more than once,Bug fix
github#248: protected BlockJUnit4ClassRunner#rules method removed from 4.8.2,Bug fix
github#187: Accidental dependency on Java 6,Bug fix
"github#163: Bad comparison failure message when using assertEquals(String, String)",Bug fix
github#227: ParentRunner now assumes that getChildren() returns a modifiable list,Bug fix
"Backed out unused folder ""experimental-use-of-antunit"", replaced by bash-based script at build_tests.sh",Maintainability improvement
Various Javadoc fixes,Documentation
"Made MultipleFailureException public, to assist extension writers.",Code redesign
"github#240: Add ""test"" target to build.xml, for faster ant-driven testing.",Maintainability improvement
github#247: Give InitializationError a useful message,Bug fix
,
github#96: TestSuite(MyTestCase.class) should dynamically detect if MyTestCase is a TestCase,Bug fix
,
github#61: Category annotations on classes were not honored.,Bug fix
,
"From a given set of test classes, the Categories runner runs only the classes and methods that are annotated with either the category given with the @IncludeCategory annotation, or a subtype of that category.",Add support for a new feature
github#16: thread safety of Result counting,Bug fix
,
The TemporaryFolder Rule allows creation of files and folders that are guaranteed to be deleted when the test method finishes (whether it passes or fails):,Add support for a new feature
"ExternalResource is a base class for Rules (like TemporaryFolder) that set up an external resource before a test (a file, socket, server, database connection, etc.), and guarantee to tear it down afterward:",Add support for a new feature
"The ErrorCollector Rule allows execution of a test to continue after the first problem is found (for example, to collect all the incorrect rows in a table, and report them all at once):",Add support for a new feature
"Verifier is a base class for Rules like ErrorCollector, which can turn otherwise passing test methods into failing tests if a verification check is failed",Add support for a new feature
"TestWatchman is a base class for Rules that take note of the testing action, without modifying it. For example, this class will keep a log of each passing and failing test:",Add support for a new feature
The TestName Rule makes the current test name available inside test methods:,Add support for a new feature
The Timeout Rule applies the same timeout to all test methods in a class:,Add support for a new feature
The ExpectedException Rule allows in-test specification of expected exception types and messages:,Add support for a new feature
Tests that time out now show the stack trace of the test thread.,Code redesign
"Due to typing incompatibilities, JUnit is still including the 1.1 release of hamcrest. ",Code redesign
Javadocs now link to online JDK javadocs (bug 2090230),Documentation
Parameterized runner javadocs improved (bug 2186792),Documentation
Fixed Javadoc code sample for AfterClass (2126279),Documentation
"Fixed Javadoc for assertArraysEqual(float[], float[])",Documentation
Fixed: BaseTestRunner.getTest() requires class to extend TestCase (1812200),Bug fix
Fixed: Suite does not allow for inheritance in annotations (2783118),Bug fix
Fixed: ParallelComputer skipped tests that took longer than 2 seconds,Bug fix
,
"JUnit now includes a new experimental Core, MaxCore. MaxCore remembers the results of previous test runs in order to run new tests out of order.",Add support for a new feature
JUnitCore now includes an experimental method that allows you to specify a model of the Computer that runs your tests.,Add support for a new feature
"Arrays of doubles can be compared, using a delta allowance for equality:",Add support for a new feature
Filter.matchDescription API,Add support for a new feature
A couple classes and packages that once had empty javadoc have been doc'ed.,Documentation
Added how to run JUnit from the command line to the cookbook.,Documentation
junit-4.x.zip now contains build.xml,Code redesign
Fixed overly permissive @DataPoint processing (2191102),Bug fix
Fixed bug in test counting after an ignored method (2106324),Bug fix
,
"We are releasing junit-4.5.jar, which contains all the classes necessary to run JUnit, and junit-dep-4.5.jar, which leaves out hamcrest classes, for developers who already use hamcrest outside of JUnit.",Code redesign
Test classes whose only test methods are inherited from superclasses now run.,Bug fix
"Optimization to annotation processing can cut JUnit overhead by more than half on large test classes, especially when using Theories. [Bug 1796847]",Bug fix
"Correct results when comparing the string ""null"" with potentially null values. [Bug 1857283]",Bug fix
"Annotating a class with @RunWith(JUnit4.class) will always invoke the default JUnit 4 runner in the current version of JUnit. This default changed from JUnit4ClassRunner in 4.4 to BlockJUnit4ClassRunner in 4.5 (see below), and may change again.",Code redesign
BlockJUnit4Runner is a new implementation of the standard JUnit 4 test class functionality. In contrast to JUnit4ClassRunner (the old implementation):,Add support for a new feature
"ParentRunner is a base class for runners that iterate over a list of ""children"", each an object representing a test or suite to run. ParentRunner provides filtering, sorting, @BeforeClass, @AfterClass, and method validation to subclasses.",Add support for a new feature
"TestClass wraps a class to be run, providing efficient, repeated access to all methods with a given annotation.",Add support for a new feature
The new RunnerBuilder API allows extending the behavior of Suite-like custom runners.,Add support for a new feature
AssumptionViolatedException.toString() is more informative,Maintainability improvement
Parameterized.eachOne() has been removed,Code redesign
New runner Enclosed runs all static inner classes of an outer class.,Add support for a new feature
"@Before and @After methods are run before and after each set of attempted parameters on a Theory, and each set of parameters is run on a new instance of the test class.",Add support for a new feature
Exposed API's ParameterSignature.getType() and ParameterSignature.getAnnotations(),Add support for a new feature
An array of data points can be introduced by a field or method marked with the new annotation @DataPoints,Add support for a new feature
The Theories custom runner has been refactored to make it faster and easier to extend,Maintainability improvement
-,Performance improvement
